97300 100.00 705 50000 M0_2_50000_blastdb_BL60006.dna.00000001.out 3471549 3422254 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 8206 8223 M0_2_50000_blastdb_BL60006.dna.00000001.out 2686071 2686088 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 13923 13948 M0_2_50000_blastdb_BL60006.dna.00000001.out 2625892 2625867 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 20302 20319 M0_2_50000_blastdb_BL60006.dna.00000001.out 2540766 2540783 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10492 10509 M0_2_50000_blastdb_BL60006.dna.00000001.out 2492976 2492959 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 29138 29155 M0_2_50000_blastdb_BL60006.dna.00000001.out 2375703 2375686 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 40812 40833 M0_2_50000_blastdb_BL60006.dna.00000001.out 2311782 2311803 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 19566 19587 M0_2_50000_blastdb_BL60006.dna.00000001.out 2256535 2256514 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 7771 7788 M0_2_50000_blastdb_BL60006.dna.00000001.out 2143460 2143477 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 37192 37209 M0_2_50000_blastdb_BL60006.dna.00000001.out 1491716 1491699 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 38530 38547 M0_2_50000_blastdb_BL60006.dna.00000001.out 1369907 1369890 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 36225 36246 M0_2_50000_blastdb_BL60006.dna.00000001.out 1231015 1231036 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10528 10545 M0_2_50000_blastdb_BL60006.dna.00000001.out 1217116 1217099 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 27841 27862 M0_2_50000_blastdb_BL60006.dna.00000001.out 1195650 1195671 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 15421 15438 M0_2_50000_blastdb_BL60006.dna.00000001.out 723203 723186 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10528 10545 M0_2_50000_blastdb_BL60006.dna.00000001.out 709468 709485 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 28841 28862 M0_2_50000_blastdb_BL60006.dna.00000001.out 684679 684658 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 39750 39767 M0_2_50000_blastdb_BL60006.dna.00000001.out 614868 614885 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10528 10545 M0_2_50000_blastdb_BL60006.dna.00000001.out 548374 548391 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 37804 37821 M0_2_50000_blastdb_BL60006.dna.00000001.out 537135 537118 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10526 10543 M0_2_50000_blastdb_BL60006.dna.00000001.out 478390 478407 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10528 10545 M0_2_50000_blastdb_BL60006.dna.00000001.out 244279 244296 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 8245 8266 M0_2_50000_blastdb_BL60006.dna.00000001.out 244259 244238 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 22382 22399 M0_2_50000_blastdb_BL60006.dna.00000001.out 152517 152500 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 8204 8233 M0_2_50000_blastdb_BL60006.dna.00000001.out 119366 119395 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 10528 10545 M0_2_50000_blastdb_BL60006.dna.00000001.out 91959 91942 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 43261 43278 M0_2_50000_blastdb_BL60006.dna.00000001.out 77408 77391 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 26197 26218 M0_2_50000_blastdb_BL60006.dna.00000001.out 42735 42756 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 26070 26087 M0_2_50000_blastdb_BL60006.dna.00000001.out 42608 42625 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
76420 100.00 61204 100000 M0_2_50000_blastdb_BL60006.dna.00050001.out 3736678 3697871 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
22030 100.00 50001 61168 M0_2_50000_blastdb_BL60006.dna.00050001.out 3747881 3736714 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
8346 100.00 50001 54231 M0_2_50000_blastdb_BL60006.dna.00050001.out 3598880 3594650 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
8082 100.00 50001 54102 M0_2_50000_blastdb_BL60006.dna.00050001.out 2716352 2712251 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
6653 100.00 50748 54103 M0_2_50000_blastdb_BL60006.dna.00050001.out 3421667 3418312 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
6651 100.00 50748 54102 M0_2_50000_blastdb_BL60006.dna.00050001.out 4259266 4262620 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
6651 100.00 50748 54102 M0_2_50000_blastdb_BL60006.dna.00050001.out 3556078 3552724 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
6651 100.00 50748 54102 M0_2_50000_blastdb_BL60006.dna.00050001.out 289253 292607 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
757 98.00 50001 50403 M0_2_50000_blastdb_BL60006.dna.00050001.out 4258680 4259082 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
757 98.00 50001 50403 M0_2_50000_blastdb_BL60006.dna.00050001.out 3556664 3556262 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
757 98.00 50001 50403 M0_2_50000_blastdb_BL60006.dna.00050001.out 3422253 3421851 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
757 98.00 50001 50403 M0_2_50000_blastdb_BL60006.dna.00050001.out 288667 289069 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
236 98.00 53970 54100 M0_2_50000_blastdb_BL60006.dna.00050001.out 3418064 3417934 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
230 95.00 54083 54229 M0_2_50000_blastdb_BL60006.dna.00050001.out 4262769 4262916 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
218 93.00 54083 54232 M0_2_50000_blastdb_BL60006.dna.00050001.out 2712102 2711953 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
188 83.00 98826 99128 M0_2_50000_blastdb_BL60006.dna.00050001.out 1450091 1449789 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
131 84.00 99475 99664 M0_2_50000_blastdb_BL60006.dna.00050001.out 1449442 1449253 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
129 81.00 99172 99428 M0_2_50000_blastdb_BL60006.dna.00050001.out 1449745 1449489 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
99 91.00 50610 50687 M0_2_50000_blastdb_BL60006.dna.00050001.out 2489625 2489548 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
97 91.00 50611 50687 M0_2_50000_blastdb_BL60006.dna.00050001.out 2489742 2489666 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
79 92.00 98635 98694 M0_2_50000_blastdb_BL60006.dna.00050001.out 1450282 1450223 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
71 87.00 65095 65173 M0_2_50000_blastdb_BL60006.dna.00050001.out 3794480 3794556 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
67 91.00 68035 68088 M0_2_50000_blastdb_BL60006.dna.00050001.out 3309394 3309341 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
67 100.00 65142 65175 M0_2_50000_blastdb_BL60006.dna.00050001.out 3077658 3077691 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
67 97.00 61750 61787 M0_2_50000_blastdb_BL60006.dna.00050001.out 2535423 2535386 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
67 100.00 65094 65127 M0_2_50000_blastdb_BL60006.dna.00050001.out 1954622 1954655 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
65 100.00 54159 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 57218 57250 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 65096 65127 M0_2_50000_blastdb_BL60006.dna.00050001.out 4637155 4637186 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 4269581 4269550 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 65096 65127 M0_2_50000_blastdb_BL60006.dna.00050001.out 4267679 4267710 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 54160 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 4158796 4158827 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 4119375 4119344 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
63 100.00 76517 76548 M0_2_50000_blastdb_BL60006.dna.00050001.out 3721324 3721355 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 54159 54193 M0_2_50000_blastdb_BL60006.dna.00050001.out 4369590 4369556 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 100.00 54160 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 4294392 4294362 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 54200 54234 M0_2_50000_blastdb_BL60006.dna.00050001.out 3980235 3980201 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 100.00 54160 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 3857598 3857628 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 54199 54233 M0_2_50000_blastdb_BL60006.dna.00050001.out 3461693 3461727 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 95.00 61749 61787 M0_2_50000_blastdb_BL60006.dna.00050001.out 2840576 2840538 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 68054 68088 M0_2_50000_blastdb_BL60006.dna.00050001.out 1534232 1534198 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 100.00 54160 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 277578 277548 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
61 97.00 54199 54233 M0_2_50000_blastdb_BL60006.dna.00050001.out 232175 232141 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 54200 54233 M0_2_50000_blastdb_BL60006.dna.00050001.out 4783200 4783167 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 54200 54233 M0_2_50000_blastdb_BL60006.dna.00050001.out 4750588 4750621 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 100.00 54160 54189 M0_2_50000_blastdb_BL60006.dna.00050001.out 4305053 4305024 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 100.00 54162 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 3387911 3387882 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 100.00 54160 54189 M0_2_50000_blastdb_BL60006.dna.00050001.out 2999748 2999719 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 95.00 66078 66115 M0_2_50000_blastdb_BL60006.dna.00050001.out 2668774 2668811 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 100.00 54160 54189 M0_2_50000_blastdb_BL60006.dna.00050001.out 2107331 2107302 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
60 97.00 54200 54233 M0_2_50000_blastdb_BL60006.dna.00050001.out 124797 124830 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 100.00 65095 65123 M0_2_50000_blastdb_BL60006.dna.00050001.out 4054896 4054868 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 54200 54232 M0_2_50000_blastdb_BL60006.dna.00050001.out 3802042 3802074 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 65095 65127 M0_2_50000_blastdb_BL60006.dna.00050001.out 3300517 3300549 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 54159 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 2937805 2937773 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 54159 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 2478524 2478492 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
58 97.00 54158 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 101187 101219 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 4793236 4793205 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 65096 65127 M0_2_50000_blastdb_BL60006.dna.00050001.out 4782435 4782466 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 4745065 4745034 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 94.00 54160 54195 M0_2_50000_blastdb_BL60006.dna.00050001.out 4270552 4270517 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54160 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 4203108 4203077 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 3792875 3792906 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 100.00 54160 54187 M0_2_50000_blastdb_BL60006.dna.00050001.out 3655205 3655178 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 85.00 68037 68104 M0_2_50000_blastdb_BL60006.dna.00050001.out 3431473 3431406 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54200 54231 M0_2_50000_blastdb_BL60006.dna.00050001.out 3362547 3362578 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 2508104 2508073 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 92.00 68048 68087 M0_2_50000_blastdb_BL60006.dna.00050001.out 2473610 2473571 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54160 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 800906 800875 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 97.00 54159 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 706817 706848 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
56 100.00 54158 54185 M0_2_50000_blastdb_BL60006.dna.00050001.out 209297 209270 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 54160 54190 M0_2_50000_blastdb_BL60006.dna.00050001.out 4150936 4150966 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 65094 65124 M0_2_50000_blastdb_BL60006.dna.00050001.out 4135759 4135789 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 54159 54189 M0_2_50000_blastdb_BL60006.dna.00050001.out 3672101 3672131 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 54161 54191 M0_2_50000_blastdb_BL60006.dna.00050001.out 3245811 3245781 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 65096 65126 M0_2_50000_blastdb_BL60006.dna.00050001.out 3104603 3104573 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54 97.00 65097 65127 M0_2_50000_blastdb_BL60006.dna.00050001.out 2512826 2512796 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
