26870 98.00 1 14409 2_50000_blastdb_BX571856.fas.00000001.out 1 14412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 12427 12443 2_50000_blastdb_BX571856.fas.00000001.out 29398 29414 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 29371 29387 2_50000_blastdb_BX571856.fas.00000001.out 12429 12445 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
1021 91.00 61501 62330 2_50000_blastdb_BX571856.fas.00050001.out 41104 41931 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
999 88.00 66841 67840 2_50000_blastdb_BX571856.fas.00050001.out 46317 47316 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
864 96.00 90130 90641 2_50000_blastdb_BX571856.fas.00050001.out 59329 58818 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
680 93.00 89506 89984 2_50000_blastdb_BX571856.fas.00050001.out 59908 59430 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
658 94.00 89632 90079 2_50000_blastdb_BX571856.fas.00050001.out 1873012 1872571 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
488 85.00 71746 72363 2_50000_blastdb_BX571856.fas.00050001.out 1177945 1177328 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
381 82.00 63808 64451 2_50000_blastdb_BX571856.fas.00050001.out 43354 43997 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
357 92.00 62661 62923 2_50000_blastdb_BX571856.fas.00050001.out 42259 42519 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
274 82.00 65818 66347 2_50000_blastdb_BX571856.fas.00050001.out 45361 45890 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
264 93.00 62450 62634 2_50000_blastdb_BX571856.fas.00050001.out 42048 42232 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
252 79.00 51472 52182 2_50000_blastdb_BX571856.fas.00050001.out 65872 65162 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
236 88.00 68308 68542 2_50000_blastdb_BX571856.fas.00050001.out 47781 48015 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
212 96.00 89506 89632 2_50000_blastdb_BX571856.fas.00050001.out 1873161 1873035 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
178 82.00 80004 80341 2_50000_blastdb_BX571856.fas.00050001.out 2134737 2134400 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
176 79.00 53470 54098 2_50000_blastdb_BX571856.fas.00050001.out 63872 63244 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
159 83.00 52250 52493 2_50000_blastdb_BX571856.fas.00050001.out 65096 64853 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
141 85.00 63301 63479 2_50000_blastdb_BX571856.fas.00050001.out 42847 43025 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
125 81.00 52600 52862 2_50000_blastdb_BX571856.fas.00050001.out 64746 64484 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
121 86.00 72513 72657 2_50000_blastdb_BX571856.fas.00050001.out 1177178 1177034 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
105 97.00 90021 90081 2_50000_blastdb_BX571856.fas.00050001.out 59438 59378 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
105 81.00 63562 63782 2_50000_blastdb_BX571856.fas.00050001.out 43108 43328 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
85 79.00 79284 79534 2_50000_blastdb_BX571856.fas.00050001.out 2135463 2135213 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
85 81.00 50972 51158 2_50000_blastdb_BX571856.fas.00050001.out 66372 66186 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
85 89.00 65136 65210 2_50000_blastdb_BX571856.fas.00050001.out 44679 44753 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
77 92.00 63000 63058 2_50000_blastdb_BX571856.fas.00050001.out 42607 42665 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
75 84.00 51209 51318 2_50000_blastdb_BX571856.fas.00050001.out 66135 66026 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
75 81.00 65611 65776 2_50000_blastdb_BX571856.fas.00050001.out 45154 45319 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 86.00 77421 77501 2_50000_blastdb_BX571856.fas.00050001.out 2137326 2137246 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 85.00 89795 89887 2_50000_blastdb_BX571856.fas.00050001.out 1879419 1879327 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
73 84.00 54176 54280 2_50000_blastdb_BX571856.fas.00050001.out 63166 63062 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
63 93.00 96083 96126 2_50000_blastdb_BX571856.fas.00050001.out 1065019 1064976 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
63 80.00 65352 65507 2_50000_blastdb_BX571856.fas.00050001.out 44895 45050 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
63 88.00 65028 65087 2_50000_blastdb_BX571856.fas.00050001.out 44571 44630 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
60 93.00 91341 91382 2_50000_blastdb_BX571856.fas.00050001.out 2248380 2248339 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
56 91.00 96083 96126 2_50000_blastdb_BX571856.fas.00050001.out 2280173 2280130 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
56 91.00 96083 96126 2_50000_blastdb_BX571856.fas.00050001.out 1166971 1167014 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
54 88.00 89571 89621 2_50000_blastdb_BX571856.fas.00050001.out 1879643 1879593 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
52 87.00 79140 79193 2_50000_blastdb_BX571856.fas.00050001.out 2135607 2135554 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
48 80.00 78084 78203 2_50000_blastdb_BX571856.fas.00050001.out 2136660 2136541 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 90.00 73918 73956 2_50000_blastdb_BX571856.fas.00050001.out 2140846 2140808 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
46 83.00 75346 75416 2_50000_blastdb_BX571856.fas.00050001.out 2139420 2139350 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 86.00 76933 76982 2_50000_blastdb_BX571856.fas.00050001.out 2137817 2137768 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 87.00 77242 77287 2_50000_blastdb_BX571856.fas.00050001.out 2137505 2137460 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
44 83.00 89553 89622 2_50000_blastdb_BX571856.fas.00050001.out 1902103 1902172 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 93.00 73782 73810 2_50000_blastdb_BX571856.fas.00050001.out 1747731 1747759 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 87.00 96088 96132 2_50000_blastdb_BX571856.fas.00050001.out 495792 495748 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 96.00 53371 53395 2_50000_blastdb_BX571856.fas.00050001.out 63971 63947 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 87.00 92856 92900 2_50000_blastdb_BX571856.fas.00050001.out 56959 57003 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
42 79.00 64561 64685 2_50000_blastdb_BX571856.fas.00050001.out 44107 44231 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 83438 83457 2_50000_blastdb_BX571856.fas.00050001.out 2160694 2160713 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 80842 80861 2_50000_blastdb_BX571856.fas.00050001.out 2133895 2133876 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 83438 83457 2_50000_blastdb_BX571856.fas.00050001.out 2085225 2085206 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 54857 54876 2_50000_blastdb_BX571856.fas.00050001.out 1418692 1418673 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 98702 98721 2_50000_blastdb_BX571856.fas.00050001.out 1335800 1335781 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 96.00 91344 91367 2_50000_blastdb_BX571856.fas.00050001.out 1240553 1240576 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 83438 83457 2_50000_blastdb_BX571856.fas.00050001.out 859963 859944 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 86497 86516 2_50000_blastdb_BX571856.fas.00050001.out 829390 829409 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 83438 83457 2_50000_blastdb_BX571856.fas.00050001.out 812230 812211 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 100.00 83438 83457 2_50000_blastdb_BX571856.fas.00050001.out 771277 771296 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 96.00 80624 80647 2_50000_blastdb_BX571856.fas.00050001.out 421677 421700 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
40 91.00 52534 52565 2_50000_blastdb_BX571856.fas.00050001.out 64812 64781 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 68872 68894 2_50000_blastdb_BX571856.fas.00050001.out 2540515 2540537 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 68872 68894 2_50000_blastdb_BX571856.fas.00050001.out 2538695 2538717 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 51473 51491 2_50000_blastdb_BX571856.fas.00050001.out 2448800 2448782 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 90.00 92417 92447 2_50000_blastdb_BX571856.fas.00050001.out 2310996 2310966 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 90.00 96731 96761 2_50000_blastdb_BX571856.fas.00050001.out 2279696 2279726 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 86.00 73769 73811 2_50000_blastdb_BX571856.fas.00050001.out 2140995 2140953 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 85.00 76366 76412 2_50000_blastdb_BX571856.fas.00050001.out 2138400 2138354 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 87440 87458 2_50000_blastdb_BX571856.fas.00050001.out 2029088 2029070 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 97084 97102 2_50000_blastdb_BX571856.fas.00050001.out 1775620 1775602 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 83781 83799 2_50000_blastdb_BX571856.fas.00050001.out 1556307 1556325 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 82461 82479 2_50000_blastdb_BX571856.fas.00050001.out 1366384 1366366 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 68875 68893 2_50000_blastdb_BX571856.fas.00050001.out 1164153 1164171 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 83187 83209 2_50000_blastdb_BX571856.fas.00050001.out 782701 782723 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 96.00 66897 66919 2_50000_blastdb_BX571856.fas.00050001.out 365037 365015 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
38 100.00 54755 54773 2_50000_blastdb_BX571856.fas.00050001.out 103286 103304 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 72830 72847 2_50000_blastdb_BX571856.fas.00050001.out 2703043 2703026 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 72860 72877 2_50000_blastdb_BX571856.fas.00050001.out 2635689 2635672 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 68153 68170 2_50000_blastdb_BX571856.fas.00050001.out 2562132 2562149 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 69171 69188 2_50000_blastdb_BX571856.fas.00050001.out 2522304 2522321 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 52094 52111 2_50000_blastdb_BX571856.fas.00050001.out 2438691 2438674 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 99700 99717 2_50000_blastdb_BX571856.fas.00050001.out 2398660 2398677 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 63259 63276 2_50000_blastdb_BX571856.fas.00050001.out 2332625 2332608 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 96065 96082 2_50000_blastdb_BX571856.fas.00050001.out 2160077 2160060 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 87.00 75931 75968 2_50000_blastdb_BX571856.fas.00050001.out 2138835 2138798 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 89275 89292 2_50000_blastdb_BX571856.fas.00050001.out 2133263 2133246 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 84397 84414 2_50000_blastdb_BX571856.fas.00050001.out 2100990 2101007 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 86133 86150 2_50000_blastdb_BX571856.fas.00050001.out 2055692 2055675 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 59808 59825 2_50000_blastdb_BX571856.fas.00050001.out 2019859 2019876 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 63203 63220 2_50000_blastdb_BX571856.fas.00050001.out 1742385 1742402 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 73205 73222 2_50000_blastdb_BX571856.fas.00050001.out 1586427 1586410 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 68968 68985 2_50000_blastdb_BX571856.fas.00050001.out 1577599 1577582 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 53207 53224 2_50000_blastdb_BX571856.fas.00050001.out 1536658 1536675 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 75478 75495 2_50000_blastdb_BX571856.fas.00050001.out 1417716 1417733 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 54763 54780 2_50000_blastdb_BX571856.fas.00050001.out 1364863 1364880 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 95819 95836 2_50000_blastdb_BX571856.fas.00050001.out 1362095 1362078 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 53259 53276 2_50000_blastdb_BX571856.fas.00050001.out 1343566 1343549 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 89564 89581 2_50000_blastdb_BX571856.fas.00050001.out 1320393 1320410 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 96594 96611 2_50000_blastdb_BX571856.fas.00050001.out 934774 934757 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 95117 95134 2_50000_blastdb_BX571856.fas.00050001.out 902850 902867 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 50202 50219 2_50000_blastdb_BX571856.fas.00050001.out 897788 897805 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 88021 88038 2_50000_blastdb_BX571856.fas.00050001.out 888537 888554 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 68974 68991 2_50000_blastdb_BX571856.fas.00050001.out 863551 863534 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 70780 70797 2_50000_blastdb_BX571856.fas.00050001.out 552150 552133 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 89356 89373 2_50000_blastdb_BX571856.fas.00050001.out 500297 500314 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 65297 65314 2_50000_blastdb_BX571856.fas.00050001.out 451657 451640 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 95903 95920 2_50000_blastdb_BX571856.fas.00050001.out 379792 379775 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 91059 91080 2_50000_blastdb_BX571856.fas.00050001.out 367879 367900 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 97220 97237 2_50000_blastdb_BX571856.fas.00050001.out 223980 223997 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 72719 72736 2_50000_blastdb_BX571856.fas.00050001.out 82226 82243 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 51322 51339 2_50000_blastdb_BX571856.fas.00050001.out 66325 66308 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 89980 89997 2_50000_blastdb_BX571856.fas.00050001.out 59341 59324 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 90.00 86989 87018 2_50000_blastdb_BX571856.fas.00050001.out 56968 56997 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 54494 54511 2_50000_blastdb_BX571856.fas.00050001.out 32765 32748 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 95.00 95874 95895 2_50000_blastdb_BX571856.fas.00050001.out 24890 24911 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
36 100.00 93661 93678 2_50000_blastdb_BX571856.fas.00050001.out 13267 13250 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 81357 81373 2_50000_blastdb_BX571856.fas.00050001.out 2781524 2781540 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 67265 67281 2_50000_blastdb_BX571856.fas.00050001.out 2747481 2747465 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 69765 69781 2_50000_blastdb_BX571856.fas.00050001.out 2731840 2731856 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 93182 93198 2_50000_blastdb_BX571856.fas.00050001.out 2654647 2654631 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
