Id,Sample_Name,Country_Of_Isolation,Longitude,Latitude,Year,Accession,Source,Serotype,Transmission_Event,Transmission_Event__color,Transmission_Event__shape,LAT,LAT__color,LAT__shape,Wave,Wave__color,Wave__shape,ampicillin__color,chloramphenicol__color,cefalotin__color,ciprofloxacin__color,colistin__color,cefotaxime__color,doxycycline__color,erythromycin__color,nitrofurantoin__color,nalidixic_acid__color,norfloxacin__color,vibriostatic_agent_O129__color,ofloxacin__color,polymyxin_B__color,pefloxacin__color,streptomycin__color,sulfonamides__color,trimethoprim_sulfamethoxazole__color,tetracycline__color,incA_C_plasmid,SXT_R391,GI_AMR,blaTEM,blaCARB,blaSHV,blaOXA,blaCTX_M,blaACT,blaCMY,strA_strB,aadA1,aadA2,aph_3___I,Other_aminoglycosides,aadA_New,catB9,catA1,catA2,floR,cmlA1,mphA,others,sul1,sul2,tet_A_,tet_B_,tet_C_,tet_D_,tet_G_,tet_New,dfrA1,dfrA12,dfrA15,dfrA18,dfrA23,dfrA30,dfrA31,dfrA_New,PMQR,gyrA,gyrB,parC,parE
ERR577142,3304_CDC,China,104.195397,35.861660,1979,ERR577142,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR577140,3538_CDC,China,104.195397,35.861660,1981,ERR577140,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
150131_S8,CNRVC150131,Ukraine,31.165580,48.379433,1970,ERR1878613,Seawater,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
961017_S1,CNRVC961017,Slovakia,19.699024,48.669026,1970,ERR1879631,Clinical,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
961018_S2,CNRVC961018,Slovakia,19.699024,48.669026,1970,ERR1879632,Clinical,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
930030_S3,CNRVC930030,Slovakia,19.699024,48.669026,1970,ERR1879560,Clinical,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
930033_S15,CNRVC930033,Israel,34.851612,31.046051,1970,ERR1879561,Clinical,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
930044_S17,CNRVC930044,Lebanon,35.862285,33.854721,1970,ERR1879563,Clinical,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353_7_21,12_1970,Israel,34.851612,31.046051,1970,ERR042749,No_Data,No_Data,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353_7_17,1_1970,Jerusalem,35.213710,31.768319,1970,ERR042745,No_Data,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_20,CNRVC960951,Libya,17.228331,26.335100,1970,ERR976471,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKI-ZBS2-CH8_CTCAGA_L002,RKI-ZBS2-CH8,Spain,-3.749220,40.463667,1971,ERR1880796,Clinical,Inaba,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC150244_CTCAGA_L001,CNRVC150244,Italy,12.567380,41.871940,1973,ERR1879541,Clinical,Inaba,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_94,CNRVC950535,Comoros,43.333300,-11.645500,1975,ERR976451,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_1,CNRVC950540,Comoros,43.333300,-11.645500,1975,ERR976452,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_2,CNRVC950543,Comoros,43.333300,-11.645500,1975,ERR976453,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC960922_CACCGG_L002,CNRVC960922,Lebanon,35.862285,33.854721,1970,ERR1879628,Clinical,Ogawa,,white,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174_7_3,A4,Unknown,NA,NA,1973,ERR025380,No_Data,No_Data,,white,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_55,CNRVC140135,Portugal,-8.224454,39.399872,1971,ERR976506,No_Data,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_41,CNRVC930037,SierraLeone,40.489673,9.145000,1970,ERR976398,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_15,CNRVC960629,Guinea,-9.696645,9.945587,1970,ERR976466,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_54,CNRVC140134,Portugal,-8.224454,39.399872,1971,ERR976505,No_Data,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_3,CNRVC950558,Tunisia,9.537499,33.886917,1971,ERR976454,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_4,CNRVC950559,Tunisia,9.537499,33.886917,1971,ERR976455,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_19,CNRVC960949,Libya,17.228331,26.335100,1970,ERR976470,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_16,CNRVC960635,Guinea,-9.696645,9.945587,1970,ERR976467,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_88,CNRVC950431,Morocco,-7.092620,31.791702,1974,ERR976445,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_50,CNRVC930167,Algeria,1.659626,28.033886,1982,ERR976407,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_90,CNRVC950468,Morocco,-7.092620,31.791702,1972,ERR976447,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_93,CNRVC950498,Morocco,-7.092620,31.791702,1972,ERR976450,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_89,CNRVC950466,Morocco,-7.092620,31.791702,1972,ERR976446,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_91,CNRVC950476,Morocco,-7.092620,31.791702,1972,ERR976448,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_14,CNRVC960627,Ghana,-1.023194,7.946527,1970,ERR976465,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_24,CNRVC961014,SierraLeone,-11.779889,8.460555,1970,ERR976475,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_46,CNRVC930127,Guinea,21.758664,-4.038333,1970,ERR976403,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_92,CNRVC950487,Morocco,-7.092620,31.791702,1972,ERR976449,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_54,CNRVC930171,Coted'Ivoire,-5.547080,7.539989,1984,ERR976411,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,tet(C),,,,,,dfrA15,,,,,,,,,,
16244_7_56,CNRVC140136,Portugal,-8.224454,39.399872,1971,ERR976507,No_Data,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_87,CNRVC950418,Algeria,1.659626,28.033886,1974,ERR976444,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_49,CNRVC930166,Algeria,1.659626,28.033886,1975,ERR976406,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC150228_CACGAT_L001,CNRVC150228,Tunisia,9.537499,33.886917,1973,ERR1879436,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_84,CNRVC950376,Tunisia,9.537499,33.886917,1974,ERR976441,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNRVC950250_GTTTCG_L002,CNRVC950250,Italy,12.567380,41.871940,1974,ERR1879585,Clinical,Ogawa,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_18,CNRVC960946,Liberia,-9.429499,6.428055,1970,ERR976469,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_17,CNRVC960928,Liberia,-9.429499,6.428055,1970,ERR976468,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_6,CNRVC950569,Angola,17.873887,-11.202692,1970,ERR976457,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKI-ZBS2-CH19_GCGCTA_L002,RKI-ZBS2-CH19,Angola,17.873887,-11.202692,1972,ERR1880793,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_5,CNRVC950568,Angola,17.873887,-11.202692,1970,ERR976456,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_57,CNRVC140137,Portugal,-8.224454,39.399872,1974,ERR976508,No_Data,Inaba,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_7_59,CNRVC140139,Portugal,-8.224454,39.399872,1974,ERR976510,No_Data,Inaba,sporadic/localoutbreak,grey,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICD_69147,NICD_69147,RepublicofSouthAfrica,22.937506,-30.559482,1980,ERR1880786,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICD_69173,NICD_69173,RepublicofSouthAfrica,22.937506,-30.559482,1980,ERR1880791,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICD_69175,NICD_69175,RepublicofSouthAfrica,22.937506,-30.559482,1980,ERR1880792,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
16244_6_36,CNRVC900123,Malawi,34.301525,-13.254308,1990,ERR976393,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,tet(C),,,,,,dfrA15,,,,,,,,,,
16244_6_34,CNRVC900105,Angola,17.873887,-11.202692,1990,ERR976391,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,tet(C),,,,,,dfrA15,,,,,,,,,,
16244_6_39,CNRVC920194,Angola,30.802498,26.820553,1990,ERR976396,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,tet(C),,,,,,dfrA15,,,,,,,,,,
16244_6_35,CNRVC900117,Malawi,34.301525,-13.254308,1990,ERR976392,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#D85027,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#D85027,#D85027,#117899,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,tet(C),,,,,,dfrA15,,,,,,,,,,
16244_7_72,CNRVC920049,Malawi,34.301525,-13.254308,1992,ERR976523,Clinical,Ogawa,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,IncA_C2,,,,,,,,,,,,,,,,catB9,catA1,,,,,,sul1,sul2,,,,,,,,,dfrA15,,,,,,,,,,
CNRVC900125_GCCAAT_L001,CNRVC900125,Mozambique,35.529562,-18.665695,1990,ERR1879547,Clinical,No_Data,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,IncA_C2,,,,blaCARB-4,,,,,,strA_strB,,,,,,catB9,catA1,,,,,,sul1,sul2,,,tet(C),,,,,,dfrA15,,,,,,,,,,
16244_6_37,CNRVC920170,Malawi,1.659626,28.033886,1989,ERR976394,Clinical,Inaba,T1,#1395BA,circle,,white,circle,1,#D85027,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,,,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,,,,,,,,,,,,,
